City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
614,Manakara,MG,74.91,overcast clouds,-22.1333,48.0167,La Residence Manakara
615,Namibe,AO,67.32,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
617,Peniche,PT,60.62,light rain,39.3558,-9.3811,Hotel Star inn Peniche
618,Carmen,MX,77.04,clear sky,18.6333,-91.8333,Hotel Lossandes
619,Bowen,AU,83.77,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
623,Labuhan,ID,80.94,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
624,Kansas City,US,69.26,clear sky,39.0997,-94.5786,"Hotel Phillips Kansas City, Curio Collection by Hilton"
625,Lazaro Cardenas,MX,79.48,clear sky,17.9583,-102.2,quinta antigua
626,Denpasar,ID,83.86,broken clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
627,Atar,MR,69.48,clear sky,20.5169,-13.0499,Oumou Elghoura
628,Lucapa,AO,65.44,light rain,-8.4192,20.7447,Residência Ulisses Dos Santos
632,Belton,US,68.56,clear sky,38.812,-94.5319,Hampton Inn Belton/Kansas City area
634,Celestun,MX,74.41,clear sky,20.8667,-90.4,Posada Lilia
636,Calamar,CO,80.55,overcast clouds,10.2511,-74.9146,Hostal Katyalex
638,Tuatapere,NZ,65.82,clear sky,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
639,Bastrop,US,71.28,clear sky,32.7562,-91.8724,Best Budget Inn
644,Luwuk,ID,83.64,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
646,Byron Bay,AU,82.87,overcast clouds,-28.65,153.6167,Backpackers Inn
648,Gainesville,US,60.51,clear sky,29.6516,-82.3248,"Holiday Inn Gainesville-University Ctr, an IHG Hotel"
650,Victor Harbor,AU,73.8,broken clouds,-35.5667,138.6167,McCracken Country Club
651,Port Keats,AU,77.13,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
652,Dire,ML,74.52,broken clouds,12.2833,-10.9667,
653,Panguna,PG,79.56,moderate rain,-6.3164,155.4848,
654,Santo Tomas,PH,81.55,scattered clouds,14.1079,121.1414,Microtel by Wyndham Batangas
656,Murray Bridge,AU,76.48,scattered clouds,-35.1167,139.2667,Balcony On Sixth Lodge
657,Port Hedland,AU,89.65,broken clouds,-20.3167,118.5667,The Esplanade Hotel
658,Sijunjung,ID,71.83,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
659,Basco,PH,77.2,scattered clouds,20.4487,121.9702,Nathaniel's Lodge
661,Trelew,AR,68.77,clear sky,-43.249,-65.3051,Hotel Touring Club
664,Grand Gaube,MU,76.37,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
666,Castelo Do Piaui,BR,78.39,broken clouds,-5.3222,-41.5525,Nobre Hotel
667,Galle,LK,76.5,broken clouds,6.0367,80.217,Amangalla
668,Watsa,CD,66.83,broken clouds,3.0372,29.5355,Hôtel Le Pacifique
673,Crixas,BR,70.65,overcast clouds,-14.5489,-49.9692,RISO HOTEL
675,Garachine,PA,79.75,broken clouds,8.0647,-78.3628,
